"","Sex","Age","Education","Caste","Family","Family_income","Who_runs_page","Desc_family","Desc_desiredpartner"
"211","Male","Upto 27","Graduate","OBC","Nuclear Family","Max 12.5 lakh","Sibling","¤¹¤®¤¾¤°¤¾ ¤¤°¤¿¤¤¾¤° ¤¬¤¹¥<fc><be><8c><93><a0><bc>¤¤ ¤…¤¥<fc><be><99><83><a0><bc>¤›¤¾ ¤¹¥ ¤¤°¤¿¤¤¾¤° ¤®¥‡¤‚ ¤¸¤¬¤•¥‹ ¤<fc><be><99><a3><a0><bc>¤• ¤¦¥‚¤¸¤°¥‡ ¤•¥€ ¤¸¤®¤<fc><be><99><83><a4><bc> ¤”¤° ¤¤°¤¤¾¤¹ ¤¹¥ ¤‡¤¸¤¸¥‡ ¤¸¤­¥€ ¤²¥‹¤— ¤–¥<fc><be><8c><93><a0><bc>¤¶ ¤°¤¹¤¤¥‡ ¤¹¥¤‚ | ¤¤°¤¿¤¤¾¤° ¤®¥‡¤‚ ¤®¤¾¤<fc><be><8c><93><a0><bc> { House Wife } ¤¤¾¤¤¾ { Farmer } ¤®¥¤‚ { B.A, B.Com, GNM } ¤®¥‡¤°¥€ ¤¤¤¥<fc><be><99><83><a0><bc>¤¨¥€ { B.A, ANM- NHM } ¤®¥‡¤°¥€ ¤›¥‹¤¥€ ¤¬¤¹¤¨ { GNM } ¤”¤° ¤®¥‡¤°¤¾ ¤›¥‹¤¤¾ ¤­¤¾¤ { B.A, B.Ed } ¤¹¥ ¤”¤° ¤¹¤®¤¾¤°¤¾ ¤<fc><be><99><a3><a0><bc>¤• ¤¥<fc><be><99><83><a0><bc>¤°¤¾¤‡¤¥‡¤ ¤¨¤°¥<fc><be><99><83><a0><bc>¤¸¤¿¤‚¤—¤¹¥‹¤® ¤­¥€ ¤¹¥ ¤”¤° ¤¬¤¹¤¨ ¤•¥€ ¤¶¤¾¤¦¥€ { 2016 } ¤®¥‡¤‚ ¤¹¥‹ ¤¥<fc><be><8c><93><a0><bc>¤•¥€ ¤¹¥ ¤¥‹ ¤…¤¤¨¥‡ ¤¤°¤¿¤¤¾¤° ¤•¥‡ ¤¸¤¾¤¥ ¤°¤¹¤¤¥€ ¤¹¥ ¤”¤° ¤–¥<fc><be><8c><93><a0><bc>¤¶ ¤¹¥ |","Good Behaviour ..... & Cast Don't Matter"
"212","Male","28 to 31","Postgraduate","Other upper caste","Nuclear Family","More than 17.5","Sibling","We belong from a reputed and highly educated family. All the siblings and close cousins are working as managers, co-founders and senior engineers in India and USA. We are looking for a girl who is down to earth, educated and family oriented. if she wants to work or study after marriage, we will support her to achieve her aspirations. She will be a daughter to us.We have properties and homes in Kanpur and Auraiya.","We are looking for a simple and down to earth girl."
"213","Male","32 and more","Postgraduate","Brahmin","Nuclear Family","More than 17.5","Self","Belong to very down to earth family with high moral value.","She should be down to earth and calm in nature. and prefer a working girl."
"214","Male","Upto 27","Graduate","OBC","Joint Family","Max 17.5 lakh","Self","Father is farmer . Mother is housewife . One brother is unmarried , & he is doing study . One sister is married , & she is settled in Puranpur .","She should be caring, soft spoken, loving and a girl of pleasing personality.. She should be the one who can handle every situation of her life easily and comfortably."
"215","Female","Upto 27","Postgraduate","Other upper caste","Nuclear Family","More than 17.5","Parent","my father is CHIEF ENGINEER in INDIAN RAILWAYS and presently posted at ALLAHABAD. My mother is M.Sc ,, B.Ed. ..... I am eldest daughter having 1 sister doing B.TECH (final year) and 1 younger brother doing 12th (CBSE)","HANDSOME RELIGIOUS CARING RESPECTING ELDERS BELIEVING IN HINDU MORALVALUES"
"216","Male","28 to 31","Graduate","OBC","Nuclear Family","Max 17.5 lakh","Self","Mine is a nuclear family with liberal values ( be it caste or horoscope or anything else for that case)","First & Formost, i don't believe in caste system & Kundli/ Horoscope hence would avoid getting attached to someone where this orthodox mentality where will be the deciding factor. Once we are through with that, I am looking for someone who understands emotions (I dislike practicality when it comes to relationships). Looking For: someone with whom i can build a beautiful world around, making memories & grow old happily. I still believe in fairytales (if u have the right person by my side)."
"217","Female","32 and more","Graduate","Other upper caste","Nuclear Family","More than 17.5","Parent","Belong to Punjabi Khatri Hindu Educated service class family from Allahabad.","Should be open-minded, educated from a decent family. Someone who can get along with and respect my family as his own."
"218","Male","28 to 31","Postgraduate","Other upper caste","Nuclear Family","More than 17.5","Other","Father has own business (Grocery Shop). Mother is housewife. Two brothers both are unmarried , one working in Govt. sector and other working in father's own business. Two sisters both are married settled in UP","She should be professionally qualified girl. She should be caring, soft spoken, loving and a girl of pleasing personality. She should be from a very good family background and understand her responsibilities towards life and family."
"219","Male","28 to 31","Graduate","Brahmin","Joint Family","More than 17.5","Self","My family is well settled in pilibhit (U.P) from last 40 years. My father is an Class 1 government officer (Gazzeted Officer) and my mother is an house wife who basically belongs to Shahdara (Delhi). I have a younger sister who has completed her Master¢€™s and currently she puts up in Pilibhit only with parents. My Chacha Ji (NRI) and his family put up in Ghaziabad and my younger most buaji is also residing in Ghaziabad.","Looking for someone who would love to walk with me hand in hand for the rest of my life."
"220","Male","28 to 31","Graduate","OBC","Joint Family","Max 12.5 lakh","Sibling","Simple & Small","We are looking for a beautiful social culture Govarment working girl for our brother-in-law. My brother-in-law is preparing for power lifting and weight lifting, and modling also does his own busines, which has a monthly income of 50 to 60 thousand, only interested people contact, thank you."
"221","Female","28 to 31","Postgraduate","Other upper caste","Nuclear Family","More than 17.5","Parent","we are bhadouria rajput family from lucknow region with moderate family values.father is mech. engineer from NIT ,allahabad and is add.GM in gov .maharatna psu NTPC.mother is M. A. (economics) from kanpur university and is presently house maker.daughter is having no sister.only brother is an iit kanpur pass out engineer, married and is presently in usa.most of our relatives belong to lucknow region and are distinguished persons in their respective fields.","."
"222","Male","32 and more","Postgraduate","Other upper caste","Nuclear Family","Max 12.5 lakh","Self","Moreover my parents, We are five siblings, two brothers (including me) and three sisters","She should be understanding, loving and caring"
